Friday 20th December, 2013	12 13 17 22 43 3 10	CQM347424	£53,875,274 Rolled
Tuesday 17th December, 2013	6 8 27 37 41 7 10	BQB549509	£44,362,413 Rolled
Friday 13th December, 2013	1 22 23 24 31 6 11	ZPX644150	£37,664,283 Rolled
Tuesday 10th December, 2013	6 24 35 49 50 1 7	YPQ313446	£26,551,498 Rolled
Friday 6th December, 2013	1 2 18 31 36 7 10	VNW159747	£20,874,773 Rolled
Tuesday 3rd December, 2013	6 13 15 29 32 2 9	WPD186582	£12,445,500 Rolled
Friday 29th November, 2013	2 7 10 23 43 4 7	RNC756645	£12,429,000
Tuesday 26th November, 2013	19 23 27 42 44 3 5	TNS586481	£26,863,588
Friday 22nd November, 2013	13 25 26 40 50 8 9	MLX454192	£21,186,645 Rolled
Tuesday 19th November, 2013	14 15 19 36 45 1 10	RNF941546	£12,606,000 Rolled
Friday 15th November, 2013	3 13 15 29 42 1 4	QMY376365	£83,830,000
Tuesday 12th November, 2013	14 29 37 40 48 2 11	PMK200690	£12,682,500 Rolled
Friday 8th November, 2013	20 28 35 42 43 8 10	NMH531393	£12,510,000
Tuesday 5th November, 2013	6 12 13 35 38 2 3	MLX469412	£18,107,224
Friday 1st November, 2013	7 19 29 30 33 3 8	LLV733803	£12,709,500 Rolled
Tuesday 29th October, 2013	9 10 30 32 37 2 6	KLM669739	£12,856,500
Friday 25th October, 2013	2 3 10 31 38 6 10	JLF031078	£27,080,608
Tuesday 22nd October, 2013	29 33 39 41 44 9 11	HKZ819144	£18,308,847 Rolled
Friday 18th October, 2013	5 25 36 46 47 2 6	GKV825997	£12,711,000 Rolled
Tuesday 15th October, 2013	18 27 39 43 47 4 7	FKP944914	£43,086,063
Friday 11th October, 2013	6 12 17 23 43 5 9	DKK657750	£36,840,020 Rolled
Tuesday 8th October, 2013	23 24 26 33 42 3 5	CJY669878	£27,440,665 Rolled
Friday 4th October, 2013	6 20 24 35 50 5 10	BJY178234	£21,498,731 Rolled
Tuesday 1st October, 2013	19 23 25 44 48 8 9	ZJM463730	£12,544,500 Rolled
Friday 27th September, 2013	11 15 38 41 43 2 6	YJD693620	£55,193,986
Tuesday 24th September, 2013	10 20 26 28 43 9 11	XJB103152	£45,405,876 Rolled
Friday 20th September, 2013	5 11 35 38 45 2 3	WHP818452	£38,960,567 Rolled
Tuesday 17th September, 2013	13 17 21 42 44 9 11	VHJ191925	£29,412,765 Rolled
Friday 13th September, 2013	4 6 14 27 33 5 10	TGZ545320	£23,253,808 Rolled
Tuesday 10th September, 2013	7 11 14 28 30 2 10	MFG344685	£12,666,000 Rolled
Friday 6th September, 2013	11 23 25 32 37 4 7	RGL908853	£21,603,767
Tuesday 3rd September, 2013	5 9 16 18 42 7 9	QGK509937	£12,709,500 Rolled
Friday 30th August, 2013	2 17 25 36 45 5 9	PFX349818	£21,885,637
Tuesday 27th August, 2013	7 30 38 40 43 2 6	NFV150144	£12,931,500 Rolled
Friday 23rd August, 2013	1 6 26 30 37 5 8	MFQ213183	£80,738,985
Tuesday 20th August, 2013	5 11 42 49 50 8 11	LDX109638	£68,593,880 Rolled
Friday 16th August, 2013	20 24 27 37 39 5 10	KDS380825	£60,621,367 Rolled
Tuesday 13th August, 2013	5 17 20 47 50 1 4	JDD298799	£51,018,937 Rolled
Friday 9th August, 2013	4 7 9 23 24 8 9	HCS880262	£44,134,518 Rolled
Tuesday 6th August, 2013	16 17 31 47 49 3 11	FCD664958	£34,673,271 Rolled
Friday 2nd August, 2013	21 36 37 42 48 4 7	DBX111992	£28,309,281 Rolled
Tuesday 30th July, 2013	3 4 11 14 43 1 6	DBX643613	£19,184,610 Rolled
Friday 26th July, 2013	12 23 29 38 49 3 4	BZP075678	£13,081,162 Rolled
Tuesday 23rd July, 2013	14 15 16 19 44 4 5	BZP849967	£12,907,500
Friday 19th July, 2013	13 16 24 26 35 2 5	WYL246151	£12,925,500
Tuesday 16th July, 2013	19 23 34 47 50 4 6	YZD511619	£19,201,363
Friday 12th July, 2013	18 26 32 33 42 2 3	XYY448910	£12,987,000 Rolled
Tuesday 9th July, 2013	16 18 31 38 49 4 10	WYM422212	£28,847,237
Friday 5th July, 2013	4 12 15 28 33 1 10	VYF058635	£22,417,687 Rolled
Tuesday 2nd July, 2013	11 13 14 28 30 4 5	TXX174354	£12,844,500 Rolled
Friday 28th June, 2013	1 15 28 35 47 1 7	SXP713248	£12,843,000
Tuesday 25th June, 2013	4 5 13 27 35 1 2	RWR658214	£159,559,034
Friday 21st June, 2013	10 11 30 36 45 1 2	QVS068423	£143,627,629 Rolled
Tuesday 18th June, 2013	17 24 33 41 44 1 11	PTY033986	£125,775,679 Rolled
Friday 14th June, 2013	10 25 41 47 48 6 10	NTD172674	£111,780,731 Rolled
Tuesday 11th June, 2013	5 7 9 25 41 1 5	MSV382732	£96,181,290 Rolled
Friday 7th June, 2013	7 14 26 45 50 2 7	LSH166797	£85,130,000 Rolled
Tuesday 4th June, 2013	31 33 34 37 40 1 6	KRT385377	£19,080,295 Rolled
Friday 31st May, 2013	27 28 29 34 43 5 10	JRG437445	£12,841,500 Rolled
Tuesday 28th May, 2013	8 13 26 34 38 3 11	HQV945748	£81,381,673
Friday 24th May, 2013	7 17 22 27 40 2 3	GQV057296	£73,074,352 Rolled
Tuesday 21st May, 2013	7 8 19 28 29 5 9	FQJ291630	£61,122,965 Rolled
Friday 17th May, 2013	6 20 24 25 50 9 10	VMT980499	£53,520,165 Rolled
Tuesday 14th May, 2013	7 8 24 27 36 5 11	CPP279735	£43,382,876 Rolled
Friday 10th May, 2013	1 32 35 45 48 4 11	BPB881933	£36,503,084 Rolled
Tuesday 7th May, 2013	13 27 28 42 43 4 6	ZNZ330955	£27,337,587 Rolled
Friday 3rd May, 2013	3 5 34 40 49 2 3	XNH955633	£21,355,336 Rolled
Tuesday 30th April, 2013	13 36 40 43 50 5 9	XNM416939	£12,727,500 Rolled
Friday 26th April, 2013	11 16 24 38 40 2 5	VMV563125	£27,335,676
Tuesday 23rd April, 2013	1 4 7 10 50 4 11	VMS725260	£18,557,707 Rolled
Friday 19th April, 2013	1 8 42 46 48 4 7	SMF223129	£12,874,500 Rolled
Tuesday 16th April, 2013	1 11 22 33 50 4 6	SMJ873006	£12,879,000
Friday 12th April, 2013	5 10 15 28 45 3 9	LJT398744	£22,422,511
Tuesday 9th April, 2013	15 35 38 44 48 5 10	PLK071629	£12,825,000 Rolled
Friday 5th April, 2013	1 11 17 32 39 2 7	KJJ108316	£22,536,828
Tuesday 2nd April, 2013	12 17 25 29 41 1 4	NLB309866	£12,741,000 Rolled
Friday 29th March, 2013	13 30 43 44 46 5 9	MKY294628	£112,017,541
Tuesday 26th March, 2013	4 26 30 42 44 6 11	LJR996877	£96,302,211 Rolled
Friday 22nd March, 2013	12 27 32 34 49 8 9	KJN139799	£85,330,000 Rolled
Tuesday 19th March, 2013	19 32 35 37 44 1 9	JHR283407	£18,770,152 Rolled
Friday 15th March, 2013	4 14 21 24 39 3 10	HHN373068	£12,997,500 Rolled
Tuesday 12th March, 2013	2 4 10 22 50 5 8	GHH571458	£13,135,500
Friday 8th March, 2013	3 20 23 28 42 8 11	FHC596580	£45,058,160
Tuesday 5th March, 2013	8 19 31 33 39 2 7	DGT680594	£34,631,815 Rolled
Friday 1st March, 2013	1 11 29 36 42 4 5	CGG941450	£28,372,232 Rolled
Tuesday 26th February, 2013	3 12 13 17 30 2 6	BGF146517	£18,874,481 Rolled
Friday 22nd February, 2013	15 16 28 36 37 2 11	ZFT249508	£12,981,000 Rolled
Tuesday 19th February, 2013	12 15 28 30 44 8 9	YFM003318	£52,357,563
Friday 15th February, 2013	2 4 22 28 42 4 9	XDZ942893	£44,855,571 Rolled
Tuesday 12th February, 2013	5 11 16 25 28 7 9	WDV765087	£34,628,142 Rolled
Friday 8th February, 2013	9 11 14 34 44 10 11	VDN561660	£27,886,637 Rolled
Tuesday 5th February, 2013	6 25 31 40 45 6 7	TDK919076	£19,070,109 Rolled
Friday 1st February, 2013	5 21 34 37 38 1 6	SCX905163	£13,063,500 Rolled
Tuesday 29th January, 2013	9 16 26 36 39 2 6	RCT102153	£12,862,500
Friday 25th January, 2013	3 10 18 31 37 2 4	QCM991417	£37,772,357
Tuesday 22nd January, 2013	1 10 44 45 48 1 4	NBV801959	£27,777,897 Rolled
Friday 18th January, 2013	4 26 27 30 39 3 10	NBX768404	£21,672,986 Rolled
Tuesday 15th January, 2013	22 38 40 42 47 1 11	MBT138027	£12,441,000 Rolled
Friday 11th January, 2013	4 22 29 37 41 4 7	LBG257565	£28,307,149
Tuesday 8th January, 2013	2 20 22 26 47 5 9	KZZ838323	£18,341,712 Rolled
Friday 4th January, 2013	4 10 22 27 41 8 10	JZT843255	£12,216,000 Rolled
Tuesday 1st January, 2013	2 7 8 36 49 1 11	GYS592682	£30,730,347
Friday 28th December, 2012	17 24 26 27 49 3 5	GYT455882	£21,875,652 Rolled
Tuesday 25th December, 2012	14 18 20 23 32 3 10	DWX602077	£12,322,500 Rolled
Friday 21st December, 2012	3 5 22 40 42 3 10	DXK824154	£83,087,699
Tuesday 18th December, 2012	14 18 20 35 44 2 5	CWS208075	£70,070,413 Rolled
Friday 14th December, 2012	10 11 29 40 43 3 11	BWH661079	£62,293,153 Rolled
Tuesday 11th December, 2012	1 4 9 43 50 6 8	ZVX850594	£51,106,703 Rolled
Friday 7th December, 2012	10 16 18 31 42 2 5	YVM625645	£44,054,164 Rolled
Tuesday 4th December, 2012	5 10 28 29 44 2 4	XVJ551994	£34,505,412 Rolled
Friday 30th November, 2012	10 18 23 24 40 3 4	WTW840145	£27,864,810 Rolled
Tuesday 27th November, 2012	6 10 23 44 49 1 7	VTR982942	£18,165,905 Rolled
Friday 23rd November, 2012	1 9 11 20 40 1 5	TTM389773	£12,147,000 Rolled
Tuesday 20th November, 2012	28 30 42 45 49 5 10	SSY424299	£18,330,737
Friday 16th November, 2012	10 15 19 23 41 2 9	RSV803743	£12,039,000 Rolled
Tuesday 13th November, 2012	11 16 21 24 29 2 6	QSD960094	£136,124,363
Friday 9th November, 2012	14 21 22 28 47 4 5	PRL293442	£122,416,477 Rolled
Tuesday 6th November, 2012	7 20 25 35 41 1 9	NQX022541	£106,443,387 Rolled
Friday 2nd November, 2012	3 6 10 11 44 3 4	MQD217944	£95,574,746 Rolled
Tuesday 30th October, 2012	23 24 25 31 44 2 3	LPL345434	£82,777,654 Rolled
Friday 26th October, 2012	5 6 9 27 38 5 11	KPC796022	£73,585,548 Rolled
Tuesday 23rd October, 2012	1 28 35 38 50 2 10	JNR203014	£62,668,378 Rolled
Friday 19th October, 2012	16 29 37 40 44 8 10	HNK015233	£55,297,557 Rolled
Tuesday 16th October, 2012	10 32 40 41 49 2 8	GMT002729	£44,407,071 Rolled
Friday 12th October, 2012	6 7 17 35 43 2 8	FML962134	£37,648,529 Rolled
Tuesday 9th October, 2012	2 8 10 23 25 8 9	DMG283601	£27,768,213 Rolled
Friday 5th October, 2012	9 16 18 19 21 2 3	CLS893716	£21,701,658 Rolled
Tuesday 2nd October, 2012	4 16 21 36 42 7 8	BLM670766	£12,015,000 Rolled
Friday 28th September, 2012	20 23 26 30 33 6 9	ZLJ501773	£79,750,000
Tuesday 25th September, 2012	7 25 27 48 49 1 4	YKL907199	£27,120,727 Rolled
Friday 21st September, 2012	4 19 34 41 43 7 11	XKH350714	£21,218,945 Rolled
Tuesday 18th September, 2012	6 7 38 39 44 7 9	WJW891363	£12,058,500 Rolled
Friday 14th September, 2012	3 10 23 27 44 7 9	VJN265623	£21,511,885
Tuesday 11th September, 2012	6 15 22 37 44 2 4	TJH389116	£12,016,500 Rolled
Friday 7th September, 2012	13 15 30 35 42 4 6	SHY258723	£37,827,315
Tuesday 4th September, 2012	11 17 18 39 44 5 10	RHP042184	£27,605,924 Rolled
Friday 31st August, 2012	16 28 31 33 48 7 11	QHJ184396	£21,380,703 Rolled
Tuesday 28th August, 2012	1 18 25 26 44 4 5	PHD207389	£11,914,500 Rolled
Friday 24th August, 2012	5 6 12 19 37 3 7	MGG862836	£37,709,047
Tuesday 21st August, 2012	4 5 17 38 48 3 4	MGM115248	£27,638,401 Rolled
Friday 17th August, 2012	19 25 28 33 44 2 8	LGC446433	£21,173,767 Rolled
Tuesday 14th August, 2012	1 16 38 42 45 9 10	KFT691325	£11,805,000 Rolled
Friday 10th August, 2012	11 17 21 48 50 9 10	JDW016965	£148,656,000
Tuesday 7th August, 2012	20 27 34 46 50 2 3	HDH137638	£151,012,000 Rolled
Friday 3rd August, 2012	24 34 35 42 46 1 5	GCR760097	£142,677,285 Rolled
Tuesday 31st July, 2012	4 29 35 36 39 8 9	DYM188102	£123,419,567 Rolled
Friday 27th July, 2012	14 15 21 23 48 2 10	BXD394843	£110,973,507 Rolled
Tuesday 24th July, 2012	4 16 18 25 44 1 11	CXV938757	£87,418,315 Rolled
Friday 20th July, 2012	10 19 23 45 49 9 10	BWY238580	£79,035,843 Rolled
Tuesday 17th July, 2012	2 7 24 43 46 8 10	ZWT075556	£67,543,388 Rolled
Friday 13th July, 2012	8 18 25 35 46 4 9	YWH529412	£60,323,858 Rolled
Tuesday 10th July, 2012	1 3 16 24 37 1 8	XVX189298	£48,445,181 Rolled
Friday 6th July, 2012	31 32 38 40 42 1 3	WVN249573	£42,076,911 Rolled
Tuesday 3rd July, 2012	2 7 22 27 40 3 6	VVH223501	£32,812,559 Rolled
Friday 29th June, 2012	14 17 28 29 39 1 11	STQ827960	£26,900,432 Rolled
Tuesday 26th June, 2012	1 11 20 22 35 8 10	STT419296	£17,516,871 Rolled
Friday 22nd June, 2012	14 18 19 43 49 3 7	RTJ822401	£12,117,000 Rolled
Tuesday 19th June, 2012	7 17 20 35 50 5 11	QTF162967	£12,109,500
Friday 15th June, 2012	10 22 27 38 48 3 7	PSY036130	£21,629,100
Tuesday 12th June, 2012	8 15 26 30 48 9 10	LRL643710	£12,043,500 Rolled
Friday 8th June, 2012	5 11 22 34 40 9 11	MSH095096	£127,675,087
Tuesday 5th June, 2012	13 34 37 47 49 8 9	LRM555207	£109,315,762 Rolled
Friday 1st June, 2012	2 4 14 26 36 9 10	KQZ010341	£97,123,444 Rolled
Tuesday 29th May, 2012	8 15 17 25 28 3 11	JPX774504	£80,806,756 Rolled
Friday 25th May, 2012	12 22 35 46 49 2 8	HPN691110	£71,823,678 Rolled
Tuesday 22nd May, 2012	16 31 32 37 41 1 7	GPC087739	£60,290,704 Rolled
Friday 18th May, 2012	13 29 43 47 50 9 11	DNG310311	£53,068,969 Rolled
Tuesday 15th May, 2012	2 11 13 26 50 2 5	DNB598158	£41,232,245 Rolled
Friday 11th May, 2012	1 13 17 38 44 2 11	CMS978848	£35,495,169 Rolled
Tuesday 8th May, 2012	3 21 34 38 48 5 8	BMQ382027	£26,250,991 Rolled
Friday 4th May, 2012	3 26 39 40 41 1 2	ZML174955	£21,084,008 Rolled
Tuesday 1st May, 2012	4 5 15 19 41 9 11	YMB515287	£12,258,000 Rolled
Friday 27th April, 2012	20 27 30 36 43 1 6	XLX372244	£36,231,900
Tuesday 24th April, 2012	8 9 24 43 48 3 5	WLP806989	£26,895,374 Rolled
Friday 20th April, 2012	3 6 29 32 41 10 11	VLF874510	£21,345,735 Rolled
Tuesday 17th April, 2012	10 28 33 48 49 1 10	TKY310787	£12,369,000 Rolled
Friday 13th April, 2012	8 13 26 39 43 3 5	SKQ582339	£44,408,417
Tuesday 10th April, 2012	22 25 27 36 37 5 9	RKM088083	£32,603,075 Rolled
Friday 6th April, 2012	11 20 30 35 45 2 3	QJY725043	£27,033,455 Rolled
Tuesday 3rd April, 2012	1 8 18 25 30 9 10	PJT655571	£18,087,550 Rolled
Friday 30th March, 2012	4 17 23 36 46 6 10	NJQ999617	£12,522,000 Rolled
Tuesday 27th March, 2012	24 27 29 34 36 7 8	FGL789613	£12,555,000
Friday 23rd March, 2012	9 15 23 31 50 8 11	LHZ360128	£21,827,112
Tuesday 20th March, 2012	15 16 28 30 46 3 4	KHR702062	£12,508,500 Rolled
Friday 16th March, 2012	3 4 12 23 50 4 7	JHH770251	£38,034,640
Tuesday 13th March, 2012	1 10 25 43 47 8 9	HHD825518	£28,201,173 Rolled
Friday 9th March, 2012	3 32 36 39 47 6 9	GGT821661	£22,200,501 Rolled
Tuesday 6th March, 2012	23 24 27 37 47 2 6	CFV562568	£12,000,000 Rolled
Friday 2nd March, 2012	5 6 11 30 44 2 6	DGD218934	£22,198,233
Tuesday 28th February, 2012	1 10 17 33 48 2 3	CFZ093351	£12,720,000 Rolled
Friday 24th February, 2012	3 7 12 26 34 8 10	BFM800968	£46,432,285
Tuesday 21st February, 2012	11 14 24 25 29 7 11	ZFH442227	£35,110,192 Rolled
Friday 17th February, 2012	4 11 28 38 47 10 11	YDZ413488	£28,527,269 Rolled
Tuesday 14th February, 2012	14 27 36 42 46 8 11	XDP745634	£18,731,949 Rolled
Friday 10th February, 2012	3 8 14 31 41 7 11	WDG867973	£12,565,500 Rolled
Tuesday 7th February, 2012	3 15 17 28 33 2 4	VCW368117	£45,160,172
Friday 3rd February, 2012	16 19 20 25 28 1 10	TCW004908	£38,388,399 Rolled
Tuesday 31st January, 2012	9 34 38 43 45 2 4	SCJ109157	£28,074,424 Rolled
Friday 27th January, 2012	10 13 19 39 44 2 6	RCB782632	£22,380,458 Rolled
Tuesday 24th January, 2012	1 2 6 20 36 8 11	MZX427758	£12,000,000 Rolled
Friday 20th January, 2012	2 10 22 27 28 6 8	PBR607068	£40,627,241
Tuesday 17th January, 2012	12 22 30 31 44 5 6	NBJ899770	£30,343,120 Rolled
Friday 13th January, 2012	13 14 21 27 39 6 8	MBD404325	£24,189,679 Rolled
Tuesday 10th January, 2012	4 9 10 30 40 2 9	LZT634986	£12,394,500 Rolled
Friday 6th January, 2012	1 6 10 12 31 2 7	CXD737171	£60,355,246
Tuesday 3rd January, 2012	3 30 42 45 49 5 10	JZD045205	£50,010,872 Rolled
Friday 30th December, 2011	16 36 43 44 50 7 8	HYT570956	£43,303,615 Rolled
Tuesday 27th December, 2011	19 21 25 26 44 3 7	GYQ687511	£31,879,970 Rolled
Friday 23rd December, 2011	7 21 22 24 28 1 11	DXM829056	£25,852,188 Rolled
Tuesday 20th December, 2011	1 9 12 14 48 1 7	DXR542785	£12,549,000 Rolled
Friday 16th December, 2011	2 5 10 23 31 2 5	CXF812504	£39,175,449
Tuesday 13th December, 2011	7 12 18 33 37 1 11	BWY129903	£28,908,882 Rolled
Friday 9th December, 2011	12 21 29 44 47 1 2	ZWV447087	£22,918,879 Rolled
Tuesday 6th December, 2011	19 20 21 34 38 3 9	YWM890606	£12,904,500 Rolled
Friday 2nd December, 2011	7 27 30 40 43 8 9	XVZ459004	£23,341,756
Tuesday 29th November, 2011	11 25 41 45 50 2 7	WVW309553	£12,825,000 Rolled
Friday 25th November, 2011	14 19 26 28 34 5 8	QTK867932	£30,126,040
Tuesday 22nd November, 2011	16 18 24 38 40 2 4	TVC776259	£18,941,023 Rolled
Friday 18th November, 2011	4 12 24 39 44 2 4	SVB075386	£12,850,500 Rolled
Tuesday 15th November, 2011	6 17 22 45 47 3 11	RTS334636	£12,817,500
Friday 11th November, 2011	1 4 18 23 30 3 7	QTK931971	£58,162,735
Tuesday 8th November, 2011	1 4 15 29 40 1 5	PTD894682	£46,793,457 Rolled
Friday 4th November, 2011	11 14 41 43 50 2 9	NSX597128	£39,862,087 Rolled
Tuesday 1st November, 2011	14 20 23 45 46 1 11	MSQ833431	£28,991,611 Rolled
Friday 28th October, 2011	16 17 20 39 50 4 8	LSD065773	£23,734,845 Rolled
Tuesday 25th October, 2011	12 22 27 28 39 4 10	KRZ816962	£13,059,000 Rolled
Friday 21st October, 2011	2 19 33 37 46 5 8	JRW089330	£41,682,028
Tuesday 18th October, 2011	18 23 37 46 48 2 10	HRM580326	£30,927,684 Rolled
Friday 14th October, 2011	12 23 29 32 47 3 5	GRG285911	£24,130,874 Rolled
Tuesday 11th October, 2011	1 4 12 16 48 9 10	FQY131310	£13,152,000 Rolled
Friday 7th October, 2011	18 26 34 38 42 5 8	DQJ905449	£101,203,601
Tuesday 4th October, 2011	14 16 23 38 45 8 11	BPH373751	£86,290,000 Rolled
Friday 30th September, 2011	5 15 28 31 44 1 6	BPM772053	£41,738,266
Tuesday 27th September, 2011	18 27 28 35 40 3 5	ZPG353173	£30,913,743 Rolled
Friday 23rd September, 2011	6 14 33 34 48 2 6	YNW700364	£23,961,854 Rolled
Tuesday 20th September, 2011	9 19 25 36 38 7 11	XNL886448	£13,039,500 Rolled
Friday 16th September, 2011	2 8 17 39 42 3 10	WNH125147	£13,108,500
Tuesday 13th September, 2011	9 28 30 32 49 9 10	VMZ049534	£140,822,522
Friday 9th September, 2011	5 21 28 31 34 1 2	TMD005666	£126,867,263 Rolled
Tuesday 6th September, 2011	35 42 47 48 50 8 9	SLW245268	£111,920,466 Rolled
Friday 2nd September, 2011	12 26 37 38 44 4 7	RLG667879	£101,404,135 Rolled
Tuesday 30th August, 2011	2 8 10 19 46 5 9	QKQ598229	£87,376,837 Rolled
Friday 26th August, 2011	12 22 25 33 45 5 7	PKD576977	£78,976,312 Rolled
Tuesday 23rd August, 2011	4 6 14 42 50 2 4	NJZ349395	£65,488,523 Rolled
Friday 19th August, 2011	6 14 16 28 31 2 11	MJR532763	£58,085,462 Rolled
Tuesday 16th August, 2011	1 13 17 18 45 3 8	LJJ683472	£47,058,914 Rolled
Friday 12th August, 2011	7 10 20 27 37 4 7	KHY317790	£40,675,287 Rolled
Tuesday 9th August, 2011	7 23 24 34 36 8 11	JHV812574	£30,055,771 Rolled
Friday 5th August, 2011	13 14 18 32 34 1 10	HHQ879207	£23,440,309 Rolled
Tuesday 2nd August, 2011	5 8 14 24 33 3 8	GHJ297629	£13,080,000 Rolled
Friday 29th July, 2011	12 19 27 37 38 5 10	FGW580868	£23,933,989
Tuesday 26th July, 2011	1 5 22 25 48 3 11	DGQ326783	£13,272,000 Rolled
Friday 22nd July, 2011	4 15 23 49 50 2 6	CGK166662	£13,225,500
Tuesday 19th July, 2011	3 16 25 26 35 5 9	BGG547638	£20,319,793
Friday 15th July, 2011	6 26 33 34 39 3 4	ZFS010345	£13,173,000 Rolled
Tuesday 12th July, 2011	17 19 38 42 45 9 10	YFH800066	£161,653,000
Friday 8th July, 2011	12 13 23 40 49 7 10	XCG785254	£164,761,000 Rolled
Tuesday 5th July, 2011	11 28 29 47 49 1 5	WCC967616	£159,008,879 Rolled
Friday 1st July, 2011	8 11 23 31 46 8 9	VBC888886	£141,820,902 Rolled
Tuesday 28th June, 2011	15 16 30 44 50 2 3	TYV476608	£120,687,895 Rolled
Friday 24th June, 2011	5 16 20 30 41 6 11	SYD806842	£107,428,374 Rolled
Tuesday 21st June, 2011	17 20 35 49 50 3 4	RXP380296	£91,693,456 Rolled
Friday 17th June, 2011	11 16 21 22 44 3 8	QXK147291	£82,001,875 Rolled
Tuesday 14th June, 2011	5 12 19 41 48 8 10	PWV814526	£68,132,630 Rolled
Friday 10th June, 2011	3 19 20 37 48 8 11	NWN026370	£60,872,491 Rolled
Tuesday 7th June, 2011	6 25 36 38 40 4 10	MVY348186	£48,962,688 Rolled
Friday 3rd June, 2011	4 39 40 49 50 2 5	LVV026736	£41,359,053 Rolled
Tuesday 31st May, 2011	1 9 10 22 50 5 11	KVP976829	£29,730,067 Rolled
Friday 27th May, 2011	9 17 25 28 49 8 9	JVD327912	£23,752,200 Rolled
Tuesday 24th May, 2011	16 23 24 26 29 2 9	HVC122724	£13,102,500 Rolled
Friday 20th May, 2011	10 14 20 25 42 8 11	GTS683610	£24,115,451
Tuesday 17th May, 2011	20 21 37 45 46 2 3	FTN319292	£13,143,000 Rolled
Friday 13th May, 2011	9 11 17 36 47 1 2	DTF131793	£105,892,179
Tuesday 10th May, 2011	3 10 15 28 45 5 7	CSD668173	£88,200,000 Rolled
Friday 6th May, 2011	11 16 20 22 28 4 9	BRY233761	£25,227,296
Friday 29th April, 2011	15 25 38 40 41 1 2	ZRM068085	£13,335,000 Rolled
Friday 22nd April, 2011	11 22 36 45 48 1 4	YRH248029	£38,301,216
Friday 15th April, 2011	4 6 21 39 41 2 6	XQY372968	£25,974,202 Rolled
Friday 8th April, 2011	21 23 38 47 50 2 6	WQL674527	£13,275,000 Rolled
Friday 1st April, 2011	4 17 21 22 33 4 8	VQF823383	£13,269,000
Friday 25th March, 2011	6 12 21 27 33 3 7	SMY219076	£121,722,017
Friday 18th March, 2011	1 13 20 26 50 6 7	SNH689489	£94,101,577 Rolled
Friday 11th March, 2011	17 19 24 37 46 2 7	RMR880443	£71,628,834 Rolled
Friday 4th March, 2011	11 25 27 28 41 5 8	QMC446537	£53,278,317 Rolled
Friday 25th February, 2011	12 13 42 45 48 3 9	PLP112089	£37,687,076 Rolled
Friday 18th February, 2011	2 3 15 45 49 5 9	NKZ333918	£24,146,665 Rolled
Friday 11th February, 2011	12 14 15 19 23 7 8	MKP910712	£12,714,000 Rolled
Friday 4th February, 2011	2 11 24 35 47 5 9	LKG545863	£24,368,199
Friday 28th January, 2011	13 23 24 41 42 1 5	KKC651655	£12,940,500 Rolled
Friday 21st January, 2011	3 11 13 18 21 4 5	JJM978250	£24,708,723
Friday 14th January, 2011	2 14 24 39 44 6 7	FHG914404	£12,657,000 Rolled
Friday 7th January, 2011	1 22 32 48 50 6 7	GHY504990	£12,487,500
Friday 31st December, 2010	2 24 34 38 43 1 7	FHR821795	£13,178,614
Friday 24th December, 2010	19 36 38 42 46 2 8	BFM398783	£16,301,884
Friday 17th December, 2010	3 20 29 35 42 3 8	CFW607118	£37,234,742
Friday 10th December, 2010	2 3 10 33 46 7 8	BFN018710	£24,100,215 Rolled
Friday 3rd December, 2010	8 19 28 32 46 4 7	ZFG479495	£12,748,500 Rolled
Friday 26th November, 2010	9 28 36 41 49 5 7	YDW375243	£38,556,253
Friday 19th November, 2010	12 15 32 36 45 7 9	VBZ907634	£25,874,272 Rolled
Friday 12th November, 2010	7 19 23 29 47 1 6	SBG533371	£13,716,650 Rolled
Friday 5th November, 2010	21 23 33 40 50 4 5	VCF294849	£25,300,621
Friday 29th October, 2010	16 20 22 32 42 8 9	TBY718206	£13,024,500 Rolled
Friday 22nd October, 2010	4 5 9 11 39 3 5	SBH574759	£26,231,924
Friday 15th October, 2010	2 31 36 38 43 3 7	RZY355667	£13,152,000 Rolled
Friday 8th October, 2010	9 30 35 39 46 6 8	PXV227093	£113,019,926
Friday 1st October, 2010	1 4 6 27 48 1 6	PXY889884	£87,100,000 Rolled
Friday 24th September, 2010	1 4 16 40 48 1 9	NXS293772	£24,470,942
Friday 17th September, 2010	17 27 29 38 50 1 3	MXC088767	£12,558,000 Rolled
Friday 10th September, 2010	17 21 35 41 45 1 5	HVW107353	£12,454,500
Friday 3rd September, 2010	13 24 26 47 49 4 8	KWS437385	£12,543,000
Friday 27th August, 2010	1 6 13 30 49 1 9	JWK846684	£12,346,500
Friday 20th August, 2010	5 27 31 40 42 1 6	HWB103972	£12,202,500
Friday 13th August, 2010	4 9 15 21 47 2 7	GVN755226	£12,280,500
Friday 6th August, 2010	13 25 28 29 42 4 5	FVJ384492	£12,502,500
Friday 30th July, 2010	3 4 11 28 39 2 8	CTP063014	£23,414,853
Friday 23rd July, 2010	4 13 35 37 46 3 9	CTQ911477	£12,592,500 Rolled
Friday 16th July, 2010	38 39 45 46 49 7 8	BTC736269	£35,767,540
Friday 9th July, 2010	9 24 37 39 49 3 9	ZSW270497	£23,591,586 Rolled
Friday 2nd July, 2010	12 13 36 41 46 1 8	YSJ899058	£12,424,500 Rolled
Friday 25th June, 2010	1 8 18 28 31 8 9	XSJ216111	£23,090,988
